afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
S01E02_chunk_001	en	Subtitles Data	conllu_chunks	10.853658536585366	0.10112359550561797	0.015730337078651686	0.008988764044943821	0.024390243902439025	0.0	0.12195121951219512	0.0	0.0	0.21951219512195122	0.14634146341463414	0.2682926829268293	0.2786516853932584	0.96875	0.0	0.12195121951219512	1.18	0.0	0.0	0.1	0.0	0.0	0.024390243902439025	0.04878048780487805	0.024390243902439025	0.0	0.0	0.024390243902439025	0.0	0.04	0.0	0.36585365853658536	0.5609756097560976	0.5365853658536586	0.01348314606741573	0.27941176470588236	2.5841997732062287	1.0255756060454766	0.012195121951219513	0.2097560975609756	0.0	0.041463414634146344	0.0	0.19593495934959348	0.10162601626016259
S01E02_chunk_002	en	Subtitles Data	conllu_chunks	10.76595744680851	0.1067193675889328	0.011857707509881422	0.005928853754940711	0.0851063829787234	0.0	0.14893617021276595	0.02127659574468085	0.0	0.2765957446808511	0.3617021276595745	0.2978723404255319	0.32608695652173914	0.9593023255813954	0.0	0.06382978723404255	0.9848484848484849	0.16666666666666666	0.06060606060606061	0.015151515151515152	0.0	0.0	0.02127659574468085	0.02127659574468085	0.0	0.0	0.0	0.02127659574468085	0.0	0.025	0.025	0.19148936170212766	0.8936170212765957	0.3829787234042553	0.009881422924901186	0.34444444444444444	2.4822778835755583	0.951048814318691	0.0	0.19148936170212766	0.0	0.0	0.0	0.30319148936170215	0.18617021276595744
S01E02_chunk_003	en	Subtitles Data	conllu_chunks	10.6875	0.07992202729044834	0.029239766081871343	0.001949317738791423	0.125	0.020833333333333332	0.041666666666666664	0.0	0.0	0.3333333333333333	0.3125	0.3541666666666667	0.3391812865497076	0.9775280898876404	0.0	0.10416666666666667	1.0491803278688525	0.16393442622950818	0.04918032786885246	0.0	0.020833333333333332	0.0	0.0625	0.020833333333333332	0.020833333333333332	0.041666666666666664	0.020833333333333332	0.0	0.0	0.0	0.0	0.22916666666666666	0.6875	0.5	0.015594541910331383	0.41975308641975306	2.5397599430010422	0.8984875497452899	0.020833333333333332	0.23958333333333334	0.010416666666666666	0.0	0.010416666666666666	0.1875	0.15625
S01E02_chunk_004	en	Subtitles Data	conllu_chunks	9.74468085106383	0.0982532751091703	0.028384279475982533	0.004366812227074236	0.1702127659574468	0.0	0.1276595744680851	0.0	0.0	0.3617021276595745	0.23404255319148937	0.3191489361702128	0.31222707423580787	1.0	0.0	0.06382978723404255	1.18	0.1	0.02	0.08	0.0	0.0	0.10638297872340426	0.0	0.0	0.0425531914893617	0.0	0.0	0.02127659574468085	0.0	0.06060606060606061	0.14893617021276595	0.44680851063829785	0.6595744680851063	0.004366812227074236	0.3373493975903614	2.498172494421094	0.9297273244361713	0.02127659574468085	0.21985815602836878	0.0	0.08156028368794326	0.0	0.16134751773049644	0.047872340425531915
S01E02_chunk_005	en	Subtitles Data	conllu_chunks	10.208333333333334	0.12244897959183673	0.0163265306122449	0.004081632653061225	0.125	0.0	0.10416666666666667	0.0	0.0	0.2916666666666667	0.2916666666666667	0.3125	0.3163265306122449	1.0	0.0	0.125	1.1016949152542372	0.1694915254237288	0.0	0.01694915254237288	0.0	0.020833333333333332	0.10416666666666667	0.0	0.0	0.0	0.0	0.08333333333333333	0.0625	0.0	0.07692307692307693	0.20833333333333334	0.7083333333333334	0.5208333333333334	0.01020408163265306	0.18478260869565216	2.3611004310017476	0.950378728544847	0.020833333333333332	0.24131944444444442	0.006944444444444444	0.022569444444444444	0.006944444444444444	0.17013888888888887	0.11458333333333333
S01E02_chunk_006	en	Subtitles Data	conllu_chunks	10.041666666666666	0.0975103734439834	0.024896265560165973	0.006224066390041493	0.1875	0.020833333333333332	0.10416666666666667	0.0	0.0	0.1875	0.22916666666666666	0.3958333333333333	0.31742738589211617	1.0	0.0	0.14583333333333334	0.9464285714285714	0.05357142857142857	0.05357142857142857	0.07142857142857142	0.0	0.041666666666666664	0.14583333333333334	0.0	0.0	0.0	0.0	0.08333333333333333	0.020833333333333332	0.0	0.03225806451612903	0.10416666666666667	0.625	0.5416666666666666	0.008298755186721992	0.2727272727272727	2.5289473836348835	0.9060247622747623	0.07291666666666667	0.22916666666666666	0.015625	0.03298611111111111	0.005208333333333333	0.11458333333333333	0.11284722222222221
S01E02_chunk_007	en	Subtitles Data	conllu_chunks	10.279069767441861	0.11538461538461539	0.024886877828054297	0.00904977375565611	0.16279069767441862	0.023255813953488372	0.046511627906976744	0.0	0.0	0.37209302325581395	0.20930232558139536	0.32558139534883723	0.3054298642533937	0.9782608695652174	0.0	0.18604651162790697	1.16	0.12	0.02	0.02	0.0	0.0	0.11627906976744186	0.046511627906976744	0.023255813953488372	0.0	0.0	0.0	0.06976744186046512	0.07142857142857142	0.0	0.3488372093023256	0.4883720930232558	0.5581395348837209	0.00904977375565611	0.3023255813953488	2.536497954769609	0.9997508487464568	0.03488372093023256	0.251937984496124	0.007751937984496124	0.031007751937984496	0.007751937984496124	0.18604651162790697	0.08527131782945736
S01E02_chunk_008	en	Subtitles Data	conllu_chunks	10.304347826086957	0.11181434599156118	0.02531645569620253	0.006329113924050633	0.15217391304347827	0.08695652173913043	0.043478260869565216	0.0	0.0	0.34782608695652173	0.17391304347826086	0.41304347826086957	0.3206751054852321	0.9743589743589743	0.0	0.13043478260869565	1.126984126984127	0.07936507936507936	0.031746031746031744	0.031746031746031744	0.0	0.021739130434782608	0.15217391304347827	0.0	0.0	0.06521739130434782	0.021739130434782608	0.021739130434782608	0.043478260869565216	0.0	0.0	0.32608695652173914	0.6956521739130435	0.5	0.010548523206751054	0.3333333333333333	2.414890755379886	0.9960940931049628	0.0	0.26811594202898553	0.010869565217391304	0.04528985507246377	0.010869565217391304	0.23007246376811596	0.08695652173913043
S01E02_chunk_009	en	Subtitles Data	conllu_chunks	10.155555555555555	0.09846827133479212	0.015317286652078774	0.006564551422319475	0.1111111111111111	0.044444444444444446	0.08888888888888889	0.0	0.0	0.4666666666666667	0.2	0.26666666666666666	0.29978118161925604	0.9927536231884058	0.0	0.1111111111111111	1.5142857142857142	0.08571428571428572	0.02857142857142857	0.0	0.0	0.022222222222222223	0.022222222222222223	0.022222222222222223	0.0	0.0	0.022222222222222223	0.022222222222222223	0.044444444444444446	0.02127659574468085	0.02127659574468085	0.3111111111111111	0.4888888888888889	0.6444444444444445	0.010940919037199124	0.24242424242424243	2.404586092919426	0.9748981882315213	0.007407407407407407	0.22407407407407404	0.005555555555555556	0.011111111111111112	0.005555555555555556	0.15185185185185185	0.06111111111111111
S01E02_chunk_010	en	Subtitles Data	conllu_chunks	10.066666666666666	0.10816777041942605	0.01545253863134658	0.011037527593818985	0.2222222222222222	0.044444444444444446	0.17777777777777778	0.0	0.0	0.24444444444444444	0.17777777777777778	0.3111111111111111	0.32450331125827814	0.9865771812080537	0.0	0.08888888888888889	0.8823529411764706	0.10294117647058823	0.04411764705882353	0.0	0.0	0.0	0.08888888888888889	0.044444444444444446	0.022222222222222223	0.0	0.044444444444444446	0.022222222222222223	0.06666666666666667	0.09375	0.03125	0.3333333333333333	0.7777777777777778	0.37777777777777777	0.004415011037527594	0.19480519480519481	2.4776981099014126	0.9583718630106657	0.027777777777777776	0.2648148148148148	0.0	0.014814814814814814	0.0	0.09814814814814814	0.17222222222222222
