afile,alang,akorp,astatus,sentlength,ppron,possdet,indef,cconj,whconj,relativ,pied,correl,copula,attrib,pasttense,lexdens,lexTTR,mquantif,mpred,finites,infs,pverbals,deverbals,bypassives,longpassives,sconj,addit,advers,caus,tempseq,epist,but,comp,sup,neg,numcls,simple,demdets,nnargs,mhd,mdd,acl,aux,aux:pass,ccomp,nsubj:pass,parataxis,xcomp
S01E02_de,de,Subtitles Data,conllu,8.088709677419354,0.1102691924227318,0.0159521435692921,0.0037886340977068,0.1290322580645161,0.0129032258064516,0.0612903225806451,0.0016129032258064,0.0032258064516129,0.1548387096774193,0.1241935483870967,0.146774193548387,0.3294117647058823,0.9915966386554622,0.0095712861415752,0.1403225806451613,1.16636197440585,0.0402193784277879,0.0091407678244972,0.0310786106032906,0.0016129032258064,0.0064516129032258,0.0887096774193548,0.0451612903225806,0.0096774193548387,0.0387096774193548,0.0451612903225806,0.0290322580645161,0.0274193548387096,0.020366598778004,0.010183299389002,0.164516129032258,0.1903225806451612,0.8370967741935483,0.0023928215353938,0.3231083844580777,2.3526718653528094,0.9050171191288092,0.0301075268817204,0.1690860215053763,0.002016129032258,0.050268817204301,0.0016129032258064,0.0315860215053763,0.0379032258064516
S02E06_de,de,Subtitles Data,conllu,8.664874551971327,0.1160289555325749,0.0113753877973112,0.0024819027921406,0.1720430107526881,0.007168458781362,0.0519713261648745,0.0,0.0,0.1792114695340501,0.1093189964157706,0.1505376344086021,0.3329886246122027,0.9944410129709698,0.0192347466390899,0.1738351254480286,1.1958174904942966,0.0342205323193916,0.0076045627376425,0.0418250950570342,0.0,0.007168458781362,0.1146953405017921,0.053763440860215,0.0232974910394265,0.057347670250896,0.0842293906810035,0.043010752688172,0.050179211469534,0.0141342756183745,0.0088339222614841,0.1451612903225806,0.2254025044722719,0.817531305903399,0.0022750775594622,0.2621885157096424,2.3093787289835213,0.9721961117630188,0.0153548002385211,0.194714200528154,0.0041741204531902,0.0681489053582076,0.0032796660703637,0.0393559928443649,0.0381207939347474
S02E08_de,de,Subtitles Data,conllu,8.661157024793388,0.1266698473282442,0.0143129770992366,0.0016698473282442,0.1570247933884297,0.006198347107438,0.0537190082644628,0.0020661157024793,0.0020661157024793,0.2252066115702479,0.0950413223140495,0.1652892561983471,0.3203721374045801,0.9926090169992609,0.0190839694656488,0.1694214876033057,1.2350332594235034,0.0443458980044345,0.0044345898004434,0.0376940133037694,0.0,0.012396694214876,0.0950413223140495,0.0599173553719008,0.0371900826446281,0.0516528925619834,0.0557851239669421,0.0495867768595041,0.0413223140495867,0.0169172932330827,0.0056390977443609,0.1838842975206611,0.2520661157024793,0.7871900826446281,0.0009541984732824,0.2332928311057108,2.2943412306612108,1.001007442203422,0.03116391184573,0.2021349862258953,0.0037878787878787,0.053030303030303,0.0043044077134986,0.0581955922865013,0.0482093663911845
S02E10_de,de,Subtitles Data,conllu,8.24033613445378,0.1105445645523149,0.0112176218641647,0.001631654089333,0.1411764705882353,0.0134453781512605,0.0554621848739495,0.0016806722689075,0.0050420168067226,0.1781512605042017,0.1310924369747899,0.0890756302521008,0.3171527636141138,0.99234205488194,0.0146848868039975,0.1445378151260504,1.250996015936255,0.0398406374501992,0.0019920318725099,0.0239043824701195,0.0,0.0134453781512605,0.1058823529411764,0.0504201680672268,0.0252100840336134,0.0554621848739495,0.0924369747899159,0.0285714285714285,0.0285714285714285,0.0119047619047619,0.0119047619047619,0.1428571428571428,0.2218487394957983,0.8050420168067227,0.0018356108504996,0.2685284640171858,2.3052912463594426,0.983946835434667,0.0252100840336134,0.2287675070028011,0.0039215686274509,0.0407843137254901,0.0039215686274509,0.0468347338935574,0.0236694677871148
S03E07_de,de,Subtitles Data,conllu,8.881913303437967,0.1114102995624368,0.0136317738135307,0.0031975765735442,0.1853512705530642,0.0059790732436472,0.0672645739910313,0.0059790732436472,0.0014947683109118,0.1554559043348281,0.1270553064275037,0.1823617339312406,0.3231235274318411,0.9851205746536684,0.0164927633793335,0.1614349775784753,1.1394984326018809,0.0438871473354232,0.0172413793103448,0.0454545454545454,0.0014947683109118,0.0104633781763826,0.1330343796711509,0.0448430493273542,0.0298953662182361,0.077727952167414,0.0687593423019432,0.0313901345291479,0.0642750373692077,0.0170542635658914,0.0062015503875968,0.1629297458893871,0.2630792227204783,0.7922272047832586,0.0016829350387075,0.294792586054722,2.3822022498948385,0.945262075574288,0.0362730443447932,0.1256851021425012,0.0043348281016442,0.0609616342800199,0.0015944195316392,0.0394618834080717,0.0440956651718983
S01E02_en,en,Subtitles Data,conllu,8.301564722617353,0.1129198080877313,0.0209047292666209,0.0058259081562714,0.12375533428165,0.0199146514935988,0.0753911806543385,0.0014224751066856,0.0,0.251778093883357,0.1735419630156472,0.2702702702702703,0.3217957505140507,0.991029023746702,0.0,0.1081081081081081,1.0987482614742698,0.0917941585535466,0.0319888734353268,0.0375521557719054,0.0014224751066856,0.0128022759601706,0.0753911806543385,0.0128022759601706,0.0071123755334281,0.0170697012802275,0.0128022759601706,0.0227596017069701,0.0241820768136557,0.0301624129930394,0.0232018561484918,0.2219061166429587,0.379800853485064,0.6998577524893315,0.0104523646333104,0.2916274694261524,2.3412801826799083,0.7878468380098734,0.0210289236605026,0.2413229018492176,0.0058084400189663,0.0277856804172593,0.0050972024656235,0.0509720246562351,0.0974869606448553
S02E06_en,en,Subtitles Data,conllu,8.32013201320132,0.1158270527568425,0.0124950416501388,0.0049583498611662,0.1584158415841584,0.0115511551155115,0.0643564356435643,0.0,0.0,0.2871287128712871,0.1452145214521452,0.231023102310231,0.3092026973423245,0.9817380352644836,0.0,0.1039603960396039,1.1051004636785162,0.1004636785162287,0.0200927357032457,0.0278207109737248,0.0033003300330033,0.0181518151815181,0.0709570957095709,0.0132013201320132,0.0132013201320132,0.0082508250825082,0.0115511551155115,0.033003300330033,0.028052805280528,0.0381679389312977,0.015267175572519,0.2062706270627062,0.443163097199341,0.6869851729818781,0.0071400238000793,0.2597826086956522,2.2839650415420154,0.79083924447411,0.007825370675453,0.2660076880834706,0.0083870001497678,0.0358444411162697,0.0089361489690978,0.0631571064849483,0.1007812890020468
S02E08_en,en,Subtitles Data,conllu,9.368530020703934,0.1215469613259668,0.0154696132596685,0.0053038674033149,0.1677018633540372,0.0289855072463768,0.072463768115942,0.0020703933747412,0.0,0.4016563146997929,0.1573498964803312,0.2960662525879917,0.2943646408839779,0.984478935698448,0.0,0.0973084886128364,1.1783088235294117,0.1268382352941176,0.0165441176470588,0.0202205882352941,0.0041407867494824,0.0082815734989648,0.1118012422360248,0.0269151138716356,0.0165631469979296,0.0289855072463768,0.0020703933747412,0.0393374741200828,0.0393374741200828,0.0207792207792207,0.0155844155844155,0.3022774327122153,0.5445134575569358,0.6335403726708074,0.0077348066298342,0.2245657568238213,2.26320348848007,0.8690108453439699,0.0136300897170462,0.2697722567287784,0.0040372670807453,0.0495859213250517,0.0036922015182884,0.1031746031746031,0.1089026915113871
S02E10_en,en,Subtitles Data,conllu,9.996610169491523,0.1144455747711088,0.0125466259749067,0.0069515089860969,0.159322033898305,0.0186440677966101,0.0677966101694915,0.0016949152542372,0.0,0.3220338983050847,0.1779661016949152,0.2847457627118644,0.2912851814174296,0.973371104815864,0.0,0.0915254237288135,1.036144578313253,0.1178045515394912,0.0334672021419009,0.0307898259705488,0.0016949152542372,0.0220338983050847,0.1322033898305084,0.0152542372881355,0.0186440677966101,0.0203389830508474,0.0186440677966101,0.0288135593220339,0.0288135593220339,0.0313152400835073,0.0104384133611691,0.2372881355932203,0.6508474576271186,0.5813559322033899,0.0062733129874533,0.2264529058116232,2.32485759266845,0.912404401885633,0.0265698143664245,0.2700645682001614,0.0086319612590799,0.0310734463276836,0.0092372881355932,0.1056981436642453,0.1131315577078288
S03E07_en,en,Subtitles Data,conllu,8.896598639455782,0.1168374369169597,0.0159045725646123,0.0045878574705612,0.1918367346938775,0.0149659863945578,0.0680272108843537,0.0,0.0,0.3224489795918367,0.1972789115646258,0.2421768707482993,0.3078452362746597,0.98291015625,0.0,0.1183673469387755,1.1144654088050314,0.1132075471698113,0.0339622641509433,0.0251572327044025,0.0027210884353741,0.0204081632653061,0.1224489795918367,0.0149659863945578,0.0136054421768707,0.0503401360544217,0.0163265306122449,0.0258503401360544,0.0544217687074829,0.0283687943262411,0.0141843971631205,0.1877551020408163,0.4402173913043478,0.6793478260869565,0.0071876433705459,0.2710280373831775,2.357633687216942,0.8291252932729791,0.0148097826086956,0.268070652173913,0.0100090579710144,0.042096920289855,0.0093297101449275,0.0445199275362318,0.1043704710144927
