afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
S01E02_chunk_001	de	Subtitles Data	conllu_chunks	9.255813953488373	0.09798994974874371	0.007537688442211055	0.002512562814070352	0.06976744186046512	0.0	0.09302325581395349	0.0	0.0	0.13953488372093023	0.046511627906976744	0.046511627906976744	0.31909547738693467	0.9844961240310077	0.01507537688442211	0.09302325581395349	1.0769230769230769	0.0	0.0	0.05128205128205128	0.0	0.0	0.06976744186046512	0.023255813953488372	0.023255813953488372	0.11627906976744186	0.09302325581395349	0.0	0.0	0.023255813953488372	0.023255813953488372	0.13953488372093023	0.11627906976744186	0.9069767441860465	0.002512562814070352	0.3125	2.310023406825733	0.8964294103828987	0.023255813953488372	0.09302325581395349	0.0	0.046511627906976744	0.0	0.046511627906976744	0.023255813953488372
S01E02_chunk_002	de	Subtitles Data	conllu_chunks	9.744186046511627	0.06921241050119331	0.011933174224343675	0.002386634844868735	0.16279069767441862	0.023255813953488372	0.11627906976744186	0.0	0.046511627906976744	0.23255813953488372	0.20930232558139536	0.20930232558139536	0.36754176610978523	1.0	0.014319809069212411	0.06976744186046512	1.146341463414634	0.07317073170731707	0.024390243902439025	0.04878048780487805	0.0	0.023255813953488372	0.06976744186046512	0.11627906976744186	0.0	0.023255813953488372	0.09302325581395349	0.0	0.046511627906976744	0.04918032786885246	0.03278688524590164	0.18604651162790697	0.3023255813953488	0.7441860465116279	0.00477326968973747	0.4027777777777778	2.43127286150542	1.0798248263364545	0.05232558139534884	0.10465116279069768	0.007751937984496124	0.029069767441860465	0.007751937984496124	0.046511627906976744	0.05426356589147286
S01E02_chunk_003	de	Subtitles Data	conllu_chunks	9.46808510638298	0.0696629213483146	0.029213483146067417	0.0022471910112359553	0.10638297872340426	0.0	0.0851063829787234	0.0	0.02127659574468085	0.14893617021276595	0.19148936170212766	0.19148936170212766	0.3438202247191011	0.9935064935064936	0.0044943820224719105	0.0851063829787234	1.0930232558139534	0.023255813953488372	0.046511627906976744	0.023255813953488372	0.02127659574468085	0.0	0.10638297872340426	0.02127659574468085	0.0	0.06382978723404255	0.06382978723404255	0.0425531914893617	0.0	0.0	0.02702702702702703	0.1276595744680851	0.2978723404255319	0.7446808510638298	0.0044943820224719105	0.4625	2.421778871246956	0.9579853952194378	0.031914893617021274	0.11702127659574468	0.010638297872340425	0.0425531914893617	0.010638297872340425	0.0851063829787234	0.06382978723404255
S01E02_chunk_004	de	Subtitles Data	conllu_chunks	8.813953488372093	0.10026385224274406	0.0316622691292876	0.0	0.20930232558139536	0.0	0.046511627906976744	0.0	0.0	0.13953488372093023	0.18604651162790697	0.046511627906976744	0.31398416886543534	1.0	0.0079155672823219	0.11627906976744186	1.1388888888888888	0.027777777777777776	0.0	0.05555555555555555	0.0	0.023255813953488372	0.13953488372093023	0.0	0.0	0.046511627906976744	0.06976744186046512	0.06976744186046512	0.046511627906976744	0.0	0.030303030303030304	0.09302325581395349	0.13953488372093023	0.8604651162790697	0.0	0.40298507462686567	2.4943345414275644	0.927807141179234	0.03488372093023256	0.16279069767441862	0.011627906976744186	0.046511627906976744	0.0	0.046511627906976744	0.023255813953488372
S01E02_chunk_005	de	Subtitles Data	conllu_chunks	8.23913043478261	0.09762532981530343	0.010554089709762533	0.005277044854881266	0.17391304347826086	0.0	0.043478260869565216	0.0	0.0	0.13043478260869565	0.21739130434782608	0.08695652173913043	0.3720316622691293	1.0	0.021108179419525065	0.13043478260869565	1.1162790697674418	0.0	0.046511627906976744	0.0	0.0	0.0	0.021739130434782608	0.06521739130434782	0.0	0.06521739130434782	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.017857142857142856	0.0	0.17391304347826086	0.10869565217391304	0.9130434782608695	0.005277044854881266	0.2833333333333333	2.366512352381918	1.2249520407129106	0.010869565217391304	0.31521739130434784	0.0	0.010869565217391304	0.0	0.0	0.05434782608695652
S01E02_chunk_006	de	Subtitles Data	conllu_chunks	8.782608695652174	0.09405940594059406	0.012376237623762377	0.0	0.15217391304347827	0.0	0.021739130434782608	0.0	0.0	0.13043478260869565	0.13043478260869565	0.10869565217391304	0.32673267326732675	0.9850746268656716	0.009900990099009901	0.08695652173913043	1.2	0.02857142857142857	0.0	0.02857142857142857	0.0	0.021739130434782608	0.15217391304347827	0.021739130434782608	0.0	0.043478260869565216	0.10869565217391304	0.06521739130434782	0.021739130434782608	0.0	0.022222222222222223	0.021739130434782608	0.32608695652173914	0.7391304347826086	0.007425742574257425	0.3387096774193548	2.4522691077038905	0.9764254465341422	0.005434782608695652	0.1829710144927536	0.010869565217391304	0.06521739130434782	0.010869565217391304	0.08876811594202898	0.02717391304347826
S01E02_chunk_007	de	Subtitles Data	conllu_chunks	8.818181818181818	0.1211340206185567	0.020618556701030927	0.0	0.22727272727272727	0.0	0.0	0.0	0.0	0.11363636363636363	0.09090909090909091	0.09090909090909091	0.35051546391752575	0.9927007299270073	0.023195876288659795	0.13636363636363635	1.146341463414634	0.04878048780487805	0.0	0.024390243902439025	0.0	0.0	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.09090909090909091	0.022727272727272728	0.022727272727272728	0.06818181818181818	0.037037037037037035	0.0	0.22727272727272727	0.20454545454545456	0.7954545454545454	0.002577319587628866	0.28169014084507044	2.4339697067638237	1.0443902910814677	0.007575757575757575	0.23106060606060605	0.0	0.022727272727272728	0.0	0.09090909090909091	0.03409090909090909
S01E02_chunk_008	de	Subtitles Data	conllu_chunks	9.25	0.09234234234234234	0.018018018018018018	0.0	0.16666666666666666	0.041666666666666664	0.020833333333333332	0.0	0.0	0.14583333333333334	0.14583333333333334	0.0625	0.32882882882882886	0.9864864864864865	0.013513513513513514	0.10416666666666667	1.125	0.041666666666666664	0.020833333333333332	0.0625	0.0	0.020833333333333332	0.14583333333333334	0.10416666666666667	0.041666666666666664	0.08333333333333333	0.08333333333333333	0.0	0.020833333333333332	0.0	0.046511627906976744	0.2708333333333333	0.2708333333333333	0.75	0.0022522522522522522	0.3977272727272727	2.3253637566137573	1.0222973785473783	0.0	0.22569444444444442	0.006944444444444444	0.052083333333333336	0.006944444444444444	0.07291666666666667	0.052083333333333336
S01E02_chunk_009	de	Subtitles Data	conllu_chunks	8.975	0.08635097493036212	0.016713091922005572	0.0	0.125	0.05	0.05	0.0	0.0	0.275	0.05	0.1	0.31197771587743733	1.0	0.03064066852367688	0.175	1.6818181818181819	0.045454545454545456	0.0	0.0	0.0	0.0	0.075	0.05	0.05	0.05	0.1	0.0	0.0	0.0	0.0	0.175	0.2	0.825	0.0	0.2037037037037037	2.36124007936508	1.0218650793650794	0.025	0.14583333333333331	0.0	0.0125	0.0	0.05	0.016666666666666666
S01E02_chunk_010	de	Subtitles Data	conllu_chunks	9.13953488372093	0.11959287531806616	0.01272264631043257	0.0	0.3023255813953488	0.0	0.06976744186046512	0.0	0.023255813953488372	0.11627906976744186	0.09302325581395349	0.11627906976744186	0.32061068702290074	1.0	0.010178117048346057	0.16279069767441862	1.0434782608695652	0.043478260869565216	0.0	0.021739130434782608	0.0	0.023255813953488372	0.06976744186046512	0.046511627906976744	0.023255813953488372	0.0	0.09302325581395349	0.023255813953488372	0.09302325581395349	0.046511627906976744	0.0	0.27906976744186046	0.2558139534883721	0.7674418604651163	0.0	0.2222222222222222	2.241843431686113	1.1660685036198033	0.046511627906976744	0.24031007751937986	0.011627906976744186	0.0	0.011627906976744186	0.007751937984496124	0.07751937984496124
